transaction_id,difficulty,cascade_id
txn-01177,,
txn-01016,,
txn-00045,,
txn-00004,,
txn-00890,,
txn-00539,,
txn-02110,,
txn-01787,,
txn-01052,,
txn-01537,,
txn-00036,,
txn-02630,,
txn-02227,,
txn-00040,,
txn-01721,,
txn-00757,,
txn-00557,,
txn-01611,,
txn-01294,,
txn-02428,,
txn-01521,,
txn-01421,,
txn-01103,,
txn-01616,,
txn-01888,,
txn-01997,,
txn-00956,,
txn-02684,,
txn-01867,,
txn-01810,,
txn-01549,,
txn-02610,,
txn-01827,,
txn-00547,,
txn-00459,,
txn-01126,,
txn-00692,,
txn-02313,,
txn-00598,,
txn-02504,,
txn-01643,,
txn-02601,,
txn-00842,,
txn-02069,,
txn-01727,,
txn-02221,,
txn-02995,,
txn-01205,,
txn-00803,,
txn-00544,,
txn-01542,,
txn-00066,,
txn-01020,,
txn-00271,,
txn-02216,,
txn-01332,,
txn-00693,,
txn-01145,,
txn-02437,,
txn-02092,,
txn-02456,,
txn-01673,,
txn-00231,,
txn-02971,,
txn-01535,,
txn-02241,,
txn-02816,,
txn-01935,,
txn-02488,,
txn-00849,,
txn-01725,,
txn-00443,,
txn-01788,,
txn-00162,,
txn-02794,,
txn-00324,,
txn-02448,,
txn-00799,,
txn-02723,,
txn-00439,,
txn-02105,,
txn-00243,,
txn-00607,,
txn-02900,,
txn-01331,,
txn-02356,,
txn-00694,,
txn-00931,,
txn-01595,,
txn-01713,,
txn-02826,,
txn-02761,,
txn-02484,,
txn-00887,,
txn-01862,,
txn-01213,,
txn-02982,,
txn-00641,,
txn-00249,,
txn-02680,,
txn-02202,,
txn-02738,,
txn-00917,,
txn-01453,,
txn-01720,,
txn-01738,,
txn-01701,,
txn-00946,,
txn-01198,,
txn-01174,,
txn-00893,,
txn-02361,,
txn-00148,,
txn-01851,,
txn-01057,,
txn-02984,,
txn-00493,,
txn-01451,,
txn-00152,,
txn-02359,,
txn-00308,,
txn-00877,,
txn-01191,,
txn-02353,,
txn-01049,,
txn-00859,,
txn-01055,,
txn-02001,,
txn-01062,,
txn-00631,,
txn-00007,,
txn-01301,,
txn-01090,,
txn-01722,,
txn-01916,,
txn-03155,level_1,cascade-06
txn-03165,level_1,cascade-06
txn-03157,level_1,cascade-06
txn-03146,level_1,cascade-06
txn-03167,level_1,cascade-06
txn-03150,level_1,cascade-06
txn-03161,level_1,cascade-06
txn-03153,level_1,cascade-06
txn-03159,level_1,cascade-06
txn-03162,level_1,cascade-06
txn-03169,level_1,cascade-06
txn-03147,level_1,cascade-06
txn-03154,level_1,cascade-06
txn-03164,level_1,cascade-06
txn-03158,level_1,cascade-06
txn-03163,level_1,cascade-06
txn-03160,level_1,cascade-06
txn-03148,level_1,cascade-06
txn-03156,level_1,cascade-06
txn-03151,level_1,cascade-06
txn-03149,level_1,cascade-06
txn-03168,level_1,cascade-06
txn-03152,level_1,cascade-06
txn-03166,level_1,cascade-06
txn-01391,,
txn-02014,,
txn-00012,,
txn-02512,,
txn-01141,,
txn-01383,,
txn-01306,,
txn-01031,,
txn-01530,,
txn-02395,,
txn-00796,,
txn-00079,,
txn-00262,,
txn-00080,,
txn-01290,,
txn-00551,,
txn-00285,,
txn-01940,,
txn-01955,,
txn-02666,,
txn-00923,,
txn-01967,,
txn-01358,,
txn-00811,,
txn-02095,,
txn-01230,,
txn-02261,,
txn-00130,,
txn-01367,,
txn-00963,,
txn-02235,,
txn-02292,,
txn-02424,,
txn-02119,,
txn-01423,,
txn-00852,,
txn-00716,,
txn-02084,,
txn-01923,,
txn-02514,,
txn-00033,,
txn-02905,,
txn-01269,,
txn-02557,,
txn-02388,,
txn-00874,,
txn-01602,,
txn-02955,,
txn-02940,,
txn-02405,,
txn-00554,,
txn-01934,,
txn-02013,,
txn-02316,,
txn-00974,,
txn-02144,,
txn-02569,,
txn-02481,,
txn-02678,,
txn-02124,,
txn-02109,,
txn-01379,,
txn-02963,,
txn-01585,,
txn-02867,,
txn-00518,,
txn-02081,,
txn-01774,,
txn-02038,,
txn-01219,,
txn-01274,,
txn-02959,,
txn-02782,,
txn-01765,,
txn-00919,,
txn-00422,,
txn-02497,,
txn-02131,,
txn-01683,,
txn-01885,,
txn-01056,,
txn-01025,,
txn-02891,,
txn-01886,,
txn-00457,,
txn-00090,,
txn-01047,,
txn-02091,,
txn-00942,,
txn-01012,,
txn-00689,,
txn-00531,,
txn-02912,,
txn-00382,,
txn-01376,,
txn-01004,,
txn-01267,,
txn-00310,,
txn-02585,,
txn-02248,,
txn-02804,,
txn-00111,,
txn-01202,,
txn-00278,,
txn-01428,,
txn-00120,,
txn-00787,,
txn-00793,,
txn-01184,,
txn-01289,,
txn-01866,,
txn-01803,,
txn-01077,,
txn-01679,,
txn-02435,,
txn-00629,,
txn-01794,,
txn-02855,,
txn-00373,,
txn-01797,,
txn-01656,,
txn-01139,,
txn-01593,,
txn-00414,,
txn-02907,,
txn-00307,,
txn-01099,,
txn-02670,,
txn-01360,,
txn-02071,,
txn-00491,,
txn-02797,,
txn-00555,,
txn-00873,,
txn-02919,,
txn-02080,,
txn-01737,,
txn-01818,,
txn-01759,,
txn-01903,,
txn-01258,,
txn-00500,,
txn-00381,,
txn-02500,,
txn-01635,,
txn-00813,,
txn-00416,,
txn-02936,,
txn-01973,,
txn-02207,,
txn-00226,,
txn-01420,,
txn-02293,,
txn-00043,,
txn-00634,,
txn-02737,,
txn-00700,,
txn-00771,,
txn-01410,,
txn-01841,,
txn-00756,,
txn-01069,,
txn-01256,,
txn-00661,,
txn-01129,,
txn-01995,,
txn-02744,,
txn-00993,,
txn-02893,,
txn-01238,,
txn-01484,,
txn-02871,,
txn-00029,,
txn-01316,,
txn-00288,,
txn-01829,,
txn-02135,,
txn-02036,,
txn-01250,,
txn-01117,,
txn-02496,,
txn-01458,,
txn-02708,,
txn-02276,,
txn-01874,,
txn-00361,,
txn-02652,,
txn-02638,,
txn-01921,,
txn-02057,,
txn-01014,,
txn-00626,,
txn-01657,,
txn-01748,,
txn-02002,,
txn-00920,,
txn-02729,,
txn-00815,,
txn-01924,,
txn-00879,,
txn-01942,,
txn-00258,,
txn-01067,,
txn-01580,,
txn-01346,,
txn-02828,,
txn-02214,,
txn-03183,level_2,cascade-07
txn-03187,level_2,cascade-07
txn-03185,level_2,cascade-07
txn-03175,level_2,cascade-07
txn-03176,level_2,cascade-07
txn-01718,,
txn-03189,level_2,cascade-07
txn-01252,,
txn-02691,,
txn-03170,level_2,cascade-07
txn-03182,level_2,cascade-07
txn-03172,level_2,cascade-07
txn-03188,level_2,cascade-07
txn-03186,level_2,cascade-07
txn-03171,level_2,cascade-07
txn-03184,level_2,cascade-07
txn-03180,level_2,cascade-07
txn-03181,level_2,cascade-07
txn-03173,level_2,cascade-07
txn-03178,level_2,cascade-07
txn-03174,level_2,cascade-07
txn-03177,level_2,cascade-07
txn-03179,level_2,cascade-07
txn-00019,,
txn-02648,,
txn-03190,level_2,cascade-07
txn-02140,,
txn-01937,,
txn-02561,,
txn-01522,,
txn-01563,,
txn-00868,,
txn-02775,,
txn-01154,,
txn-00784,,
txn-01374,,
txn-02056,,
txn-02000,,
txn-02834,,
txn-01993,,
txn-02902,,
txn-01897,,
txn-00367,,
txn-02233,,
txn-00807,,
txn-02122,,
txn-01425,,
txn-01854,,
txn-00048,,
txn-01926,,
txn-02931,,
txn-02070,,
txn-01599,,
txn-02531,,
txn-02627,,
txn-00032,,
txn-00095,,
txn-00840,,
txn-00670,,
txn-02449,,
txn-01825,,
txn-01285,,
txn-00138,,
txn-00810,,
txn-02974,,
txn-00442,,
txn-00333,,
txn-00698,,
txn-01949,,
txn-01253,,
txn-00355,,
txn-00128,,
txn-00952,,
txn-02637,,
txn-02302,,
txn-02742,,
txn-00495,,
txn-01793,,
txn-01970,,
txn-02491,,
txn-02649,,
txn-01138,,
txn-01164,,
txn-01477,,
txn-01479,,
txn-02628,,
txn-00633,,
txn-00343,,
txn-00927,,
txn-00688,,
txn-00027,,
txn-00829,,
txn-02688,,
txn-02692,,
txn-00113,,
txn-00733,,
txn-00125,,
txn-02539,,
txn-01809,,
txn-01820,,
txn-00397,,
txn-00304,,
txn-00553,,
txn-01122,,
txn-00228,,
txn-01075,,
txn-02926,,
txn-02890,,
txn-02946,,
txn-01234,,
txn-02242,,
txn-01860,,
txn-02993,,
txn-02407,,
txn-00730,,
txn-02094,,
txn-02908,,
txn-01936,,
txn-00907,,
txn-02175,,
txn-00055,,
txn-01698,,
txn-02878,,
txn-00016,,
txn-00176,,
txn-00438,,
txn-02483,,
txn-00325,,
txn-01891,,
txn-01240,,
txn-02642,,
txn-01204,,
txn-00525,,
txn-02362,,
txn-02076,,
txn-02454,,
txn-00291,,
txn-02246,,
txn-02704,,
txn-00345,,
txn-00092,,
txn-00224,,
txn-00386,,
txn-02701,,
txn-02728,,
txn-01762,,
txn-01430,,
txn-02333,,
txn-00159,,
txn-00165,,
txn-00102,,
txn-02414,,
txn-01562,,
txn-02992,,
txn-00393,,
txn-00390,,
txn-02351,,
txn-00274,,
txn-01975,,
txn-00959,,
txn-02433,,
txn-01529,,
txn-02571,,
txn-02769,,
txn-02029,,
txn-02063,,
txn-00376,,
txn-02194,,
txn-01637,,
txn-00257,,
txn-02072,,
txn-02444,,
txn-02219,,
txn-00845,,
txn-00563,,
txn-01668,,
txn-02745,,
txn-02836,,
txn-00664,,
txn-02086,,
txn-01330,,
txn-00513,,
txn-00487,,
txn-01699,,
txn-02189,,
txn-01848,,
txn-01990,,
txn-00256,,
txn-00903,,
txn-01799,,
txn-02776,,
txn-02377,,
txn-01856,,
txn-00067,,
txn-00924,,
txn-02822,,
txn-01100,,
txn-01756,,
txn-02107,,
txn-02576,,
txn-00706,,
txn-00898,,
txn-01032,,
txn-01835,,
txn-02829,,
txn-00592,,
txn-00290,,
txn-02783,,
txn-00717,,
txn-00561,,
txn-00347,,
txn-01193,,
txn-00662,,
txn-00375,,
txn-01297,,
txn-01753,,
txn-00134,,
txn-02159,,
txn-01334,,
txn-01556,,
txn-02195,,
txn-02389,,
txn-01349,,
txn-02196,,
txn-00560,,
txn-02937,,
txn-00123,,
txn-02209,,
txn-00151,,
txn-02275,,
txn-02711,,
txn-00939,,
txn-02754,,
txn-01074,,
txn-00622,,
txn-02570,,
txn-02148,,
txn-02619,,
txn-02498,,
txn-01565,,
txn-01932,,
txn-01467,,
txn-01514,,
txn-01490,,
txn-02511,,
txn-02771,,
txn-03193,level_3,cascade-08
txn-03208,,
txn-00543,,
txn-03204,level_3,cascade-08
txn-02620,,
txn-03199,level_3,cascade-08
txn-03202,level_3,cascade-08
txn-03209,,
txn-00236,,
txn-00558,,
txn-02899,,
txn-02906,,
txn-01224,,
txn-03191,level_3,cascade-08
txn-03210,,
txn-01678,,
txn-03206,level_3,cascade-08
txn-00109,,
txn-00872,,
txn-00602,,
txn-03194,level_3,cascade-08
txn-03192,level_3,cascade-08
txn-02354,,
txn-00194,,
txn-00783,,
txn-01296,,
txn-02505,,
txn-01872,,
txn-03197,level_3,cascade-08
txn-03207,level_3,cascade-08
txn-02640,,
txn-03200,level_3,cascade-08
txn-02028,,
txn-03203,level_3,cascade-08
txn-03196,level_3,cascade-08
txn-03205,level_3,cascade-08
txn-03201,level_3,cascade-08
txn-03198,level_3,cascade-08
txn-03195,level_3,cascade-08
txn-00644,,
txn-01972,,
txn-01305,,
txn-01472,,
txn-01097,,
txn-02372,,
txn-02320,,
txn-01373,,
txn-02033,,
txn-00506,,
txn-01507,,
txn-01769,,
txn-01693,,
txn-01574,,
txn-02474,,
txn-00371,,
txn-00246,,
txn-00984,,
txn-02108,,
txn-02635,,
txn-01895,,
txn-02790,,
txn-02402,,
txn-00865,,
txn-02758,,
txn-01233,,
txn-02844,,
txn-02513,,
txn-02879,,
txn-00210,,
txn-02777,,
txn-02533,,
txn-02887,,
txn-02012,,
txn-02318,,
txn-02217,,
txn-01823,,
txn-02710,,
txn-01006,,
txn-02916,,
txn-00283,,
txn-02721,,
txn-02530,,
txn-00481,,
txn-00773,,
txn-01456,,
txn-01711,,
txn-00628,,
txn-00527,,
txn-00433,,
txn-02970,,
txn-02819,,
txn-01132,,
txn-02126,,
txn-00190,,
txn-01761,,
txn-00298,,
txn-02762,,
txn-02789,,
txn-00105,,
txn-02928,,
txn-01411,,
txn-02489,,
txn-02287,,
txn-01784,,
txn-01236,,
txn-00610,,
txn-01707,,
txn-00122,,
txn-01795,,
txn-02255,,
txn-00515,,
txn-00690,,
txn-01412,,
txn-00894,,
txn-00814,,
txn-01729,,
txn-02675,,
txn-00609,,
txn-02847,,
txn-00305,,
txn-02265,,
txn-02098,,
txn-02646,,
txn-01403,,
txn-01277,,
txn-00289,,
txn-02767,,
txn-00139,,
txn-00864,,
txn-02328,,
txn-02697,,
txn-00696,,
txn-01171,,
txn-01444,,
txn-02809,,
txn-00673,,
txn-02532,,
txn-00293,,
txn-01051,,
txn-00168,,
txn-02345,,
txn-01261,,
txn-01387,,
txn-02151,,
txn-01245,,
txn-01350,,
txn-00077,,
txn-00517,,
txn-01474,,
txn-02495,,
txn-00772,,
txn-00999,,
txn-01039,,
txn-02802,,
txn-01880,,
txn-02584,,
txn-00259,,
txn-02205,,
txn-02746,,
txn-02004,,
txn-02048,,
txn-02633,,
txn-02805,,
txn-02383,,
txn-02772,,
txn-00175,,
txn-02054,,
txn-00336,,
txn-00431,,
txn-00535,,
txn-02915,,
txn-01741,,
txn-02479,,
txn-02914,,
txn-01249,,
txn-02972,,
txn-00973,,
txn-01610,,
txn-02064,,
txn-00204,,
txn-02766,,
txn-00191,,
txn-02256,,
txn-00227,,
txn-01704,,
txn-00182,,
txn-01352,,
txn-01156,,
txn-00989,,
txn-01505,,
txn-02357,,
txn-02077,,
txn-01964,,
txn-01054,,
txn-00675,,
txn-02541,,
txn-00996,,
txn-01063,,
txn-02432,,
txn-00103,,
txn-01206,,
txn-01036,,
txn-00659,,
txn-01227,,
txn-00886,,
txn-01005,,
txn-01167,,
txn-02198,,
txn-01503,,
txn-00770,,
txn-01315,,
txn-00649,,
txn-02421,,
txn-01777,,
txn-02581,,
txn-02534,,
txn-02005,,
txn-00774,,
txn-02480,,
txn-00353,,
txn-02358,,
txn-01441,,
txn-00460,,
txn-02462,,
txn-00073,,
txn-00266,,
txn-00583,,
txn-00966,,
txn-00636,,
txn-01815,,
txn-02815,,
txn-02568,,
txn-00391,,
txn-01772,,
txn-01370,,
txn-01783,,
txn-00969,,
txn-00889,,
txn-01327,,
txn-01461,,
txn-02895,,
txn-00972,,
txn-01210,,
txn-00897,,
txn-00501,,
txn-00183,,
txn-02763,,
txn-00150,,
txn-01470,,
txn-02839,,
txn-02023,,
txn-00418,,
txn-02632,,
txn-00071,,
txn-01785,,
txn-02310,,
txn-00800,,
txn-00070,,
txn-02158,,
txn-02413,,
txn-01592,,
txn-02161,,
txn-02886,,
txn-01401,,
txn-02165,,
txn-01983,,
txn-02980,,
txn-02909,,
txn-01463,,
txn-02579,,
txn-01183,,
txn-02996,,
txn-01068,,
txn-01950,,
txn-01878,,
txn-01311,,
txn-01446,,
txn-02651,,
txn-01108,,
txn-00651,,
txn-01042,,
txn-01622,,
txn-01131,,
txn-01987,,
txn-00979,,
txn-00655,,
txn-00319,,
txn-01023,,
txn-02067,,
txn-01828,,
txn-02699,,
txn-00976,,
txn-01754,,
txn-00449,,
txn-01659,,
txn-00344,,
txn-00593,,
txn-00564,,
txn-02603,,
txn-01434,,
txn-02300,,
txn-01195,,
txn-00020,,
txn-00412,,
txn-01988,,
txn-01553,,
txn-02167,,
txn-00160,,
txn-02297,,
txn-00011,,
txn-02833,,
txn-00866,,
txn-01208,,
txn-01541,,
txn-01922,,
txn-02199,,
txn-00718,,
txn-02290,,
txn-02714,,
txn-00608,,
txn-00909,,
txn-01081,,
txn-02832,,
txn-00587,,
txn-02615,,
txn-01890,,
txn-02082,,
txn-01901,,
txn-01696,,
txn-02673,,
txn-02008,,
txn-00980,,
txn-00341,,
txn-01217,,
txn-01094,,
txn-01730,,
txn-01437,,
txn-00645,,
txn-02694,,
txn-00941,,
txn-00745,,
txn-01093,,
txn-01971,,
txn-01504,,
txn-02953,,
txn-00410,,
txn-02423,,
txn-00409,,
txn-01944,,
txn-00087,,
txn-02608,,
txn-01408,,
txn-01303,,
txn-01648,,
txn-02662,,
txn-01228,,
txn-00844,,
txn-00140,,
txn-01821,,
txn-01386,,
txn-01789,,
txn-02218,,
txn-02168,,
txn-01457,,
txn-00935,,
txn-02524,,
txn-02268,,
txn-01548,,
txn-02624,,
txn-02843,,
txn-00315,,
txn-02401,,
txn-00177,,
txn-01968,,
txn-00647,,
txn-00951,,
txn-02367,,
txn-00358,,
txn-01309,,
txn-00321,,
txn-01879,,
txn-00916,,
txn-01570,,
txn-00252,,
txn-01731,,
txn-02191,,
txn-01433,,
txn-02184,,
txn-01687,,
txn-02572,,
txn-02145,,
txn-02403,,
txn-02160,,
txn-02520,,
txn-02942,,
txn-01480,,
txn-02378,,
txn-02127,,
txn-01268,,
txn-02527,,
txn-00399,,
txn-00958,,
txn-01407,,
txn-02566,,
txn-01947,,
txn-02335,,
txn-01523,,
txn-01600,,
txn-00595,,
txn-02046,,
txn-02299,,
txn-00046,,
txn-01398,,
txn-02757,,
txn-01766,,
txn-01560,,
txn-00270,,
txn-01945,,
txn-02650,,
txn-01840,,
txn-01255,,
txn-02976,,
txn-00081,,
txn-00068,,
txn-01417,,
txn-02925,,
txn-00110,,
txn-02188,,
txn-02592,,
txn-00208,,
txn-00545,,
txn-01690,,
txn-02035,,
txn-00467,,
txn-01147,,
txn-01609,,
txn-02846,,
txn-01778,,
txn-00835,,
txn-02003,,
txn-00902,,
txn-02391,,
txn-00809,,
txn-02998,,
txn-01225,,
txn-03221,level_1,cascade-09
txn-03222,level_1,cascade-09
txn-03218,level_1,cascade-09
txn-03220,level_1,cascade-09
txn-03226,level_1,cascade-09
txn-03228,level_1,cascade-09
txn-03227,level_1,cascade-09
txn-03215,level_1,cascade-09
txn-03223,level_1,cascade-09
txn-03211,level_1,cascade-09
txn-03213,level_1,cascade-09
txn-03212,level_1,cascade-09
txn-03225,level_1,cascade-09
txn-03224,level_1,cascade-09
txn-03217,level_1,cascade-09
txn-03229,level_1,cascade-09
txn-03216,level_1,cascade-09
txn-03230,level_1,cascade-09
txn-03214,level_1,cascade-09
txn-03219,level_1,cascade-09
txn-02149,,
txn-02736,,
txn-00830,,
txn-01596,,
txn-02492,,
txn-02192,,
txn-00354,,
txn-00035,,
txn-00801,,
txn-00850,,
txn-01626,,
txn-02053,,
txn-02785,,
txn-00904,,
txn-00537,,
txn-02644,,
txn-00028,,
txn-00960,,
txn-01545,,
txn-00841,,
txn-01876,,
txn-02155,,
txn-02197,,
txn-02298,,
txn-01605,,
txn-02325,,
txn-00604,,
txn-01231,,
txn-00089,,
txn-01868,,
txn-01816,,
txn-01180,,
txn-00642,,
txn-02529,,
txn-01162,,
txn-02506,,
txn-02625,,
txn-01024,,
txn-00115,,
txn-02611,,
txn-01732,,
txn-00394,,
txn-02115,,
txn-02930,,
txn-01021,,
txn-00002,,
txn-02795,,
txn-01513,,
txn-02152,,
txn-01965,,
txn-00179,,
txn-00567,,
txn-02019,,
txn-01773,,
txn-00843,,
txn-01653,,
txn-01614,,
txn-02681,,
txn-02289,,
txn-00207,,
txn-00751,,
txn-02770,,
txn-02578,,
txn-02090,,
txn-00732,,
txn-01918,,
txn-01182,,
txn-02690,,
txn-00453,,
txn-01661,,
txn-02278,,
txn-02669,,
txn-00603,,
txn-02656,,
txn-00853,,
txn-02715,,
txn-00107,,
txn-01281,,
txn-02336,,
txn-01539,,
txn-02966,,
txn-02022,,
txn-02380,,
txn-00392,,
txn-01045,,
txn-00429,,
txn-02964,,
txn-00667,,
txn-02941,,
txn-00118,,
txn-02921,,
txn-01826,,
txn-02381,,
txn-01494,,
txn-02373,,
txn-01101,,
txn-00096,,
txn-00209,,
txn-02213,,
txn-01915,,
txn-01389,,
txn-00167,,
txn-02269,,
txn-01959,,
txn-02948,,
txn-02923,,
txn-02043,,
txn-00640,,
txn-00556,,
txn-02550,,
txn-02743,,
txn-00786,,
txn-02340,,
txn-00155,,
txn-02918,,
txn-02150,,
txn-02607,,
txn-01448,,
txn-01276,,
txn-02120,,
txn-02236,,
txn-02857,,
txn-00124,,
txn-01371,,
txn-02689,,
txn-01632,,
txn-02262,,
txn-02870,,
txn-02486,,
txn-00303,,
txn-00522,,
txn-01323,,
txn-00881,,
txn-00869,,
txn-01124,,
txn-00997,,
txn-00098,,
txn-00625,,
txn-00577,,
txn-00286,,
txn-00937,,
txn-00013,,
txn-02133,,
txn-01752,,
txn-01140,,
txn-00848,,
txn-02429,,
txn-02321,,
txn-02348,,
txn-00867,,
txn-01582,,
txn-01368,,
txn-00534,,
txn-00054,,
txn-01991,,
txn-02622,,
txn-02677,,
txn-00398,,
txn-00441,,
txn-00145,,
txn-00223,,
txn-02780,,
txn-00323,,
txn-02552,,
txn-00396,,
txn-00314,,
txn-00277,,
txn-01623,,
txn-01254,,
txn-00746,,
txn-00263,,
txn-00221,,
txn-02420,,
txn-01516,,
txn-01675,,
txn-00083,,
txn-01487,,
txn-00611,,
txn-00245,,
txn-02866,,
txn-02672,,
txn-02545,,
txn-00884,,
txn-01554,,
txn-01266,,
txn-02838,,
txn-00220,,
txn-00503,,
txn-00570,,
txn-02553,,
txn-00273,,
txn-02061,,
txn-00153,,
txn-01933,,
txn-02499,,
txn-02700,,
txn-02712,,
txn-02634,,
txn-02323,,
txn-01272,,
txn-00721,,
txn-02439,,
txn-00738,,
txn-00912,,
txn-02187,,
txn-00656,,
txn-00654,,
txn-00549,,
txn-01710,,
txn-00918,,
txn-01781,,
txn-00965,,
txn-01292,,
txn-00653,,
txn-00411,,
txn-02472,,
txn-00170,,
txn-02274,,
txn-01282,,
txn-02452,,
txn-00657,,
txn-02074,,
txn-01157,,
txn-00415,,
txn-01146,,
txn-02030,,
txn-00908,,
txn-00282,,
txn-02326,,
txn-02079,,
txn-02273,,
txn-03246,level_2,cascade-10
txn-01900,,
txn-03237,level_2,cascade-10
txn-00704,,
txn-03233,level_2,cascade-10
txn-03242,level_2,cascade-10
txn-01583,,
txn-03239,level_2,cascade-10
txn-03234,level_2,cascade-10
txn-02659,,
txn-03231,level_2,cascade-10
txn-03236,level_2,cascade-10
txn-02702,,
txn-03238,level_2,cascade-10
txn-03232,level_2,cascade-10
txn-03240,level_2,cascade-10
txn-03241,level_2,cascade-10
txn-03243,level_2,cascade-10
txn-03244,level_2,cascade-10
txn-01976,,
txn-03235,level_2,cascade-10
txn-03245,level_2,cascade-10
txn-01424,,
txn-02208,,
txn-00281,,
txn-01029,,
txn-02636,,
txn-00683,,
txn-01464,,
txn-01855,,
txn-00074,,
txn-00057,,
txn-00158,,
txn-01257,,
txn-01931,,
txn-00413,,
txn-00962,,
txn-00964,,
txn-01517,,
txn-00166,,
txn-02007,,
txn-02595,,
txn-01007,,
txn-02898,,
txn-00970,,
txn-02593,,
txn-01064,,
txn-00687,,
txn-02129,,
txn-00764,,
txn-00748,,
txn-02983,,
txn-00272,,
txn-00268,,
txn-02799,,
txn-01246,,
txn-01053,,
txn-01992,,
txn-00671,,
txn-02629,,
txn-02034,,
txn-00509,,
txn-02985,,
txn-02935,,
txn-02443,,
txn-00365,,
txn-01660,,
txn-02399,,
txn-02147,,
txn-02134,,
txn-02894,,
txn-02314,,
txn-00892,,
txn-01455,,
txn-01575,,
txn-02824,,
txn-01308,,
txn-01786,,
txn-00932,,
txn-02366,,
txn-00711,,
txn-01808,,
txn-01158,,
txn-00994,,
txn-01709,,
txn-00417,,
txn-02522,,
txn-01813,,
txn-00697,,
txn-00511,,
txn-00988,,
txn-00185,,
txn-01791,,
txn-01518,,
txn-02371,,
txn-02720,,
txn-02515,,
txn-02679,,
txn-02502,,
txn-01262,,
txn-02163,,
txn-02560,,
txn-02212,,
txn-01717,,
txn-01893,,
txn-01273,,
txn-00099,,
txn-02981,,
txn-00944,,
txn-01664,,
txn-02885,,
txn-00950,,
txn-01928,,
txn-01511,,
txn-02510,,
txn-00377,,
txn-00677,,
txn-00870,,
txn-00971,,
txn-01364,,
txn-02612,,
txn-01873,,
txn-00483,,
txn-02674,,
txn-02880,,
txn-01524,,
txn-02324,,
txn-02528,,
txn-01382,,
txn-00171,,
txn-01650,,
txn-01340,,
txn-02179,,
txn-00828,,
txn-00720,,
txn-02741,,
txn-02186,,
txn-00722,,
txn-00882,,
txn-01288,,
txn-01604,,
txn-01475,,
txn-01798,,
txn-02664,,
txn-00104,,
txn-02713,,
txn-01295,,
txn-02352,,
txn-02682,,
txn-01764,,
txn-02892,,
txn-02225,,
txn-01089,,
txn-00198,,
txn-00502,,
txn-00218,,
txn-00820,,
txn-01459,,
txn-00851,,
txn-01652,,
txn-00116,,
txn-01770,,
txn-02180,,
txn-02740,,
txn-02765,,
txn-00010,,
txn-01001,,
txn-01275,,
txn-00056,,
txn-01170,,
txn-01963,,
txn-02346,,
txn-01192,,
txn-00253,,
txn-00244,,
txn-00240,,
txn-00983,,
txn-00707,,
txn-00674,,
txn-01833,,
txn-01850,,
txn-02171,,
txn-00818,,
txn-02417,,
txn-02621,,
txn-00458,,
txn-02156,,
txn-02398,,
txn-00230,,
txn-02226,,
txn-02818,,
txn-02182,,
txn-01111,,
txn-02703,,
txn-00523,,
txn-01149,,
txn-01676,,
txn-00091,,
txn-02442,,
txn-02118,,
txn-01239,,
txn-01703,,
txn-01483,,
txn-02574,,
txn-01954,,
txn-02157,,
txn-01356,,
txn-01384,,
txn-02142,,
txn-00581,,
txn-00451,,
txn-02102,,
txn-01875,,
txn-02178,,
txn-02654,,
txn-01519,,
txn-00163,,
txn-00588,,
txn-00499,,
txn-00432,,
txn-00173,,
txn-01948,,
txn-01098,,
txn-02786,,
txn-00053,,
txn-00512,,
txn-00202,,
txn-01343,,
txn-02111,,
txn-00471,,
txn-02183,,
txn-00906,,
txn-00497,,
txn-02020,,
txn-01807,,
txn-01133,,
txn-00330,,
txn-02494,,
txn-02375,,
txn-01409,,
txn-00234,,
txn-02563,,
txn-02957,,
txn-00639,,
txn-02718,,
txn-00195,,
txn-02663,,
txn-02088,,
txn-02397,,
txn-02881,,
txn-00776,,
txn-02393,,
txn-01363,,
txn-02466,,
txn-02099,,
txn-02173,,
txn-00149,,
txn-03000,,
txn-01176,,
txn-00559,,
txn-01107,,
txn-01476,,
txn-01740,,
txn-03260,level_3,cascade-11
txn-02764,,
txn-03262,level_3,cascade-11
txn-03257,level_3,cascade-11
txn-03264,,
txn-00489,,
txn-02600,,
txn-01037,,
txn-02473,,
txn-00389,,
txn-00387,,
txn-00186,,
txn-03265,,
txn-03263,level_3,cascade-11
txn-03266,,
txn-02374,,
txn-03250,level_3,cascade-11
txn-03258,level_3,cascade-11
txn-03252,level_3,cascade-11
txn-00446,,
txn-03249,level_3,cascade-11
txn-03248,level_3,cascade-11
txn-00037,,
txn-01708,,
txn-03247,level_3,cascade-11
txn-03256,level_3,cascade-11
txn-00082,,
txn-02468,,
txn-00008,,
txn-03261,level_3,cascade-11
txn-01175,,
txn-03254,level_3,cascade-11
txn-03253,level_3,cascade-11
txn-01577,,
txn-02394,,
txn-01017,,
txn-00775,,
txn-03259,level_3,cascade-11
txn-00488,,
txn-03251,level_3,cascade-11
txn-01355,,
txn-02164,,
txn-02169,,
txn-03255,level_3,cascade-11
txn-02021,,
txn-02476,,
txn-00445,,
txn-02658,,
txn-00437,,
txn-02932,,
txn-00187,,
txn-01859,,
txn-00450,,
txn-01148,,
txn-02768,,
txn-00838,,
txn-01996,,
txn-02304,,
txn-01509,,
txn-00454,,
txn-01858,,
