transaction_id,customer_id,device_id,ip,payment_instrument,address,amount,timestamp,label
txn-02813,customer-0914,device-1194,198.51.100.121,card-0539,address-1338,138.41,2025-01-06T01:06:00,normal
txn-02699,customer-0255,device-0450,198.51.100.30,card-0109,address-0074,66.98,2025-01-06T01:19:00,normal
txn-00001,customer-0655,device-0052,198.51.100.190,card-0564,address-0502,61.74,2025-01-06T01:36:00,normal
txn-00085,customer-0010,device-0155,198.51.100.227,card-1416,address-0306,26.43,2025-01-06T02:11:00,normal
txn-01431,customer-0180,device-0767,198.51.100.201,card-0077,address-1593,54.59,2025-01-06T02:35:00,normal
txn-02948,customer-0225,device-0589,198.51.100.108,card-0916,address-0667,8.0,2025-01-06T02:44:00,normal
txn-01591,customer-0199,device-0306,198.51.100.176,card-1729,address-0972,22.27,2025-01-06T03:04:00,normal
txn-02719,customer-0496,device-0553,198.51.100.176,card-1064,address-1492,30.42,2025-01-06T03:09:00,normal
txn-01804,customer-0717,device-0649,198.51.100.140,card-0868,address-0973,16.71,2025-01-06T03:23:00,normal
txn-01375,customer-0513,device-0369,198.51.100.200,card-1199,address-1426,116.31,2025-01-06T03:36:00,normal
txn-02877,customer-0455,device-1047,198.51.100.20,card-0486,address-0418,24.32,2025-01-06T03:37:00,normal
txn-02590,customer-0344,device-0361,198.51.100.118,card-0878,address-0765,42.89,2025-01-06T03:50:00,normal
txn-00429,customer-0984,device-0054,198.51.100.189,card-0382,address-1023,88.94,2025-01-06T03:54:00,normal
txn-00220,customer-0862,device-0946,198.51.100.31,card-1327,address-0316,47.14,2025-01-06T03:55:00,normal
txn-01416,customer-0007,device-0683,198.51.100.88,card-0812,address-1484,81.7,2025-01-06T04:20:00,normal
txn-01380,customer-0094,device-0921,198.51.100.163,card-0744,address-0175,146.48,2025-01-06T04:41:00,normal
txn-02846,customer-0976,device-0044,198.51.100.128,card-1713,address-0070,21.91,2025-01-06T04:46:00,normal
txn-02647,customer-0031,device-0369,198.51.100.208,card-0661,address-0880,35.13,2025-01-06T05:13:00,normal
txn-02007,customer-0094,device-0204,198.51.100.139,card-0345,address-0585,44.74,2025-01-06T05:13:00,normal
txn-00313,customer-0377,device-0571,198.51.100.147,card-0464,address-0879,76.44,2025-01-06T05:29:00,normal
txn-02414,customer-0786,device-0540,198.51.100.180,card-0507,address-1365,24.62,2025-01-06T05:37:00,normal
txn-02015,customer-0973,device-0552,198.51.100.16,card-0652,address-0952,76.64,2025-01-06T05:41:00,normal
txn-00760,customer-0741,device-0468,198.51.100.190,card-1043,address-0006,70.47,2025-01-06T05:58:00,normal
txn-00854,customer-0865,device-0632,198.51.100.201,card-0815,address-0965,96.82,2025-01-06T06:09:00,normal
txn-02292,customer-0266,device-0596,198.51.100.23,card-0229,address-0183,84.46,2025-01-06T06:21:00,normal
txn-00945,customer-0707,device-0854,198.51.100.114,card-0779,address-0254,148.46,2025-01-06T06:28:00,normal
txn-02294,customer-0965,device-1174,198.51.100.95,card-0261,address-0642,26.43,2025-01-06T06:49:00,normal
txn-02453,customer-0548,device-0003,198.51.100.167,card-0712,address-1296,42.79,2025-01-06T06:54:00,normal
txn-00676,customer-0313,device-0375,198.51.100.96,card-1421,address-0290,26.96,2025-01-06T07:44:00,normal
txn-02999,customer-0304,device-0892,198.51.100.76,card-1475,address-1386,55.55,2025-01-06T08:25:00,normal
txn-02389,customer-0879,device-0595,198.51.100.77,card-0990,address-0602,79.73,2025-01-06T08:44:00,normal
txn-01938,customer-0646,device-0421,198.51.100.234,card-0741,address-0322,60.58,2025-01-06T08:57:00,normal
txn-02485,customer-0342,device-0739,198.51.100.237,card-0174,address-0089,31.27,2025-01-06T09:16:00,normal
txn-02611,customer-0517,device-1294,198.51.100.148,card-1607,address-0803,68.27,2025-01-06T09:17:00,normal
txn-02921,customer-0170,device-0590,198.51.100.71,card-0997,address-0899,28.02,2025-01-06T09:29:00,normal
txn-00751,customer-0180,device-0026,198.51.100.182,card-0282,address-1437,24.53,2025-01-06T10:27:00,normal
txn-01248,customer-0599,device-0811,198.51.100.203,card-0498,address-0019,27.1,2025-01-06T10:41:00,normal
txn-00923,customer-0513,device-1395,198.51.100.98,card-1086,address-0612,48.74,2025-01-06T10:52:00,normal
txn-00067,customer-0414,device-1167,198.51.100.64,card-1186,address-1218,42.66,2025-01-06T10:56:00,normal
txn-02775,customer-0469,device-1156,198.51.100.100,card-0023,address-1189,32.48,2025-01-06T11:12:00,normal
txn-02667,customer-0991,device-0766,198.51.100.159,card-0211,address-0060,77.58,2025-01-06T12:36:00,normal
txn-02766,customer-0949,device-0615,198.51.100.104,card-0991,address-0377,76.19,2025-01-06T13:03:00,normal
txn-01866,customer-0697,device-0808,198.51.100.96,card-1210,address-0218,15.17,2025-01-06T13:14:00,normal
txn-01402,customer-0138,device-0563,198.51.100.85,card-1080,address-0848,63.36,2025-01-06T13:16:00,normal
txn-02328,customer-0085,device-1002,198.51.100.165,card-1370,address-1044,34.76,2025-01-06T13:18:00,normal
txn-00462,customer-0478,device-0548,198.51.100.116,card-0508,address-0289,45.74,2025-01-06T13:49:00,normal
txn-01635,customer-0850,device-0963,198.51.100.182,card-1090,address-1390,35.96,2025-01-06T14:01:00,normal
txn-00998,customer-0603,device-0923,198.51.100.118,card-1349,address-1207,67.8,2025-01-06T14:35:00,normal
txn-01063,customer-0145,device-0086,198.51.100.2,card-1173,address-1222,94.32,2025-01-06T14:36:00,normal
txn-01713,customer-0802,device-1233,198.51.100.53,card-1204,address-0410,10.89,2025-01-06T15:12:00,normal
txn-02397,customer-0421,device-0999,198.51.100.2,card-0319,address-1576,24.55,2025-01-06T15:16:00,normal
txn-02207,customer-0778,device-0633,198.51.100.61,card-1512,address-0878,117.29,2025-01-06T15:30:00,normal
txn-02658,customer-0123,device-0928,198.51.100.44,card-1232,address-0670,79.73,2025-01-06T15:32:00,normal
txn-00446,customer-0852,device-1062,198.51.100.40,card-0623,address-0338,69.08,2025-01-06T15:37:00,normal
txn-00713,customer-0017,device-0324,198.51.100.113,card-0935,address-0002,31.37,2025-01-06T15:42:00,normal
txn-00413,customer-0280,device-0754,198.51.100.112,card-0820,address-1523,16.49,2025-01-06T15:57:00,normal
txn-00106,customer-0869,device-0616,198.51.100.130,card-0634,address-1366,58.13,2025-01-06T16:07:00,normal
txn-01903,customer-0090,device-0277,198.51.100.4,card-0391,address-0230,95.83,2025-01-06T16:37:00,normal
txn-00449,customer-0282,device-1281,198.51.100.78,card-1259,address-1093,32.01,2025-01-06T16:43:00,normal
txn-02332,customer-0586,device-0204,198.51.100.84,card-0131,address-1462,42.67,2025-01-06T16:47:00,normal
txn-02019,customer-0805,device-0624,198.51.100.146,card-0834,address-0914,67.56,2025-01-06T17:09:00,normal
txn-01961,customer-0758,device-1066,198.51.100.139,card-0582,address-0438,43.13,2025-01-06T17:37:00,normal
txn-00181,customer-0967,device-1307,198.51.100.223,card-1542,address-1006,67.13,2025-01-06T17:55:00,normal
txn-02635,customer-0963,device-0549,198.51.100.71,card-0987,address-0409,134.96,2025-01-06T18:15:00,normal
txn-02995,customer-0385,device-0028,198.51.100.42,card-1065,address-1533,24.08,2025-01-06T19:01:00,normal
txn-00830,customer-0302,device-0364,198.51.100.187,card-0004,address-1438,37.22,2025-01-06T19:05:00,normal
txn-02049,customer-0067,device-0532,198.51.100.239,card-1168,address-0467,36.12,2025-01-06T19:11:00,normal
txn-00087,customer-0441,device-0086,198.51.100.79,card-0747,address-0082,81.05,2025-01-06T19:12:00,normal
txn-02437,customer-0045,device-0393,198.51.100.108,card-1128,address-1458,41.04,2025-01-06T19:37:00,normal
txn-00445,customer-0787,device-0887,198.51.100.129,card-1779,address-0114,19.15,2025-01-06T20:56:00,normal
txn-02959,customer-0338,device-1239,198.51.100.139,card-0041,address-1480,93.52,2025-01-06T21:08:00,normal
txn-02786,customer-0266,device-0664,198.51.100.151,card-1190,address-0713,35.56,2025-01-06T21:21:00,normal
txn-02821,customer-0970,device-0555,198.51.100.186,card-0086,address-0214,37.29,2025-01-06T21:24:00,normal
txn-01975,customer-0436,device-0976,198.51.100.55,card-0914,address-0160,44.16,2025-01-06T22:03:00,normal
txn-00307,customer-0832,device-1140,198.51.100.16,card-1202,address-1151,102.56,2025-01-06T22:07:00,normal
txn-00781,customer-0988,device-0485,198.51.100.75,card-0535,address-0646,50.17,2025-01-06T22:46:00,normal
txn-00940,customer-0745,device-0433,198.51.100.188,card-0045,address-1208,30.98,2025-01-06T23:18:00,normal
txn-01387,customer-0121,device-0416,198.51.100.1,card-1276,address-1568,104.18,2025-01-06T23:42:00,normal
txn-00722,customer-0711,device-0979,198.51.100.19,card-0469,address-0785,14.71,2025-01-07T00:22:00,normal
txn-02418,customer-0124,device-0822,198.51.100.10,card-0561,address-0394,55.78,2025-01-07T00:30:00,normal
txn-02905,customer-0075,device-1055,198.51.100.222,card-1085,address-0795,16.67,2025-01-07T00:35:00,normal
txn-00074,customer-0272,device-0715,198.51.100.226,card-0141,address-0501,123.6,2025-01-07T00:40:00,normal
txn-00967,customer-0116,device-0121,198.51.100.217,card-0327,address-0213,28.8,2025-01-07T00:44:00,normal
txn-00725,customer-0896,device-1314,198.51.100.174,card-0293,address-0141,49.95,2025-01-07T01:25:00,normal
txn-02795,customer-0387,device-1306,198.51.100.147,card-1140,address-0410,43.8,2025-01-07T01:30:00,normal
txn-00122,customer-0468,device-0952,198.51.100.171,card-1088,address-1145,24.75,2025-01-07T01:38:00,normal
txn-02403,customer-0042,device-0809,198.51.100.108,card-1524,address-0679,31.33,2025-01-07T02:00:00,normal
txn-01358,customer-0489,device-1029,198.51.100.217,card-1239,address-0961,57.67,2025-01-07T02:27:00,normal
txn-02911,customer-0717,device-0376,198.51.100.186,card-1569,address-1208,31.56,2025-01-07T03:01:00,normal
txn-01215,customer-0456,device-1105,198.51.100.46,card-1211,address-1224,36.9,2025-01-07T03:34:00,normal
txn-01376,customer-0560,device-0806,198.51.100.106,card-0663,address-0924,39.01,2025-01-07T03:47:00,normal
txn-00888,customer-0414,device-1074,198.51.100.226,card-1165,address-0060,35.39,2025-01-07T04:09:00,normal
txn-02287,customer-0682,device-1095,198.51.100.163,card-1486,address-1008,74.38,2025-01-07T04:16:00,normal
txn-01725,customer-0533,device-1016,198.51.100.196,card-0740,address-1444,24.34,2025-01-07T04:27:00,normal
txn-00224,customer-0765,device-0143,198.51.100.71,card-1583,address-0850,15.67,2025-01-07T05:06:00,normal
txn-01230,customer-0187,device-0594,198.51.100.29,card-1305,address-0933,188.07,2025-01-07T05:13:00,normal
txn-02843,customer-0934,device-1067,198.51.100.60,card-0625,address-1520,116.75,2025-01-07T05:47:00,normal
txn-00806,customer-0393,device-0859,198.51.100.52,card-1317,address-1077,36.56,2025-01-07T05:53:00,normal
txn-00329,customer-0786,device-0524,198.51.100.75,card-0672,address-0246,67.07,2025-01-07T05:53:00,normal
txn-00592,customer-0423,device-1292,198.51.100.60,card-0140,address-1449,32.77,2025-01-07T06:10:00,normal
txn-00370,customer-0232,device-0318,198.51.100.20,card-0606,address-0208,27.05,2025-01-07T06:15:00,normal
txn-02828,customer-0563,device-0237,198.51.100.113,card-0242,address-1261,42.94,2025-01-07T06:28:00,normal
txn-02674,customer-0948,device-1195,198.51.100.118,card-0246,address-0259,31.49,2025-01-07T06:28:00,normal
txn-02496,customer-0342,device-1340,198.51.100.236,card-0504,address-0785,75.84,2025-01-07T06:58:00,normal
txn-01630,customer-0210,device-0686,198.51.100.62,card-1106,address-0233,77.81,2025-01-07T07:10:00,normal
txn-02634,customer-0336,device-0451,198.51.100.22,card-1491,address-1417,54.73,2025-01-07T07:20:00,normal
txn-02140,customer-0384,device-1183,198.51.100.224,card-0263,address-0626,17.22,2025-01-07T07:46:00,normal
txn-01102,customer-0514,device-0901,198.51.100.43,card-0472,address-0158,8.0,2025-01-07T07:47:00,normal
txn-01704,customer-0372,device-0906,198.51.100.228,card-1224,address-1072,91.96,2025-01-07T07:50:00,normal
txn-02504,customer-0839,device-0604,198.51.100.118,card-0296,address-1130,30.03,2025-01-07T08:12:00,normal
txn-00002,customer-0229,device-0210,198.51.100.174,card-1517,address-1117,40.86,2025-01-07T08:24:00,normal
txn-02998,customer-0499,device-1121,198.51.100.108,card-0818,address-0019,19.94,2025-01-07T08:46:00,normal
txn-02401,customer-0166,device-0725,198.51.100.192,card-0889,address-0012,27.96,2025-01-07T08:46:00,normal
txn-00589,customer-0174,device-1120,198.51.100.126,card-0377,address-1111,76.69,2025-01-07T08:52:00,normal
txn-00680,customer-0296,device-0384,198.51.100.81,card-1725,address-0924,102.16,2025-01-07T09:14:00,normal
txn-01090,customer-0527,device-0914,198.51.100.41,card-0367,address-1160,39.35,2025-01-07T09:19:00,normal
txn-02540,customer-0670,device-0330,198.51.100.129,card-1058,address-1493,46.33,2025-01-07T09:51:00,normal
txn-02219,customer-0650,device-0419,198.51.100.33,card-0188,address-0356,175.01,2025-01-07T10:35:00,normal
txn-02721,customer-0676,device-0732,198.51.100.128,card-0064,address-0501,159.21,2025-01-07T10:42:00,normal
txn-02570,customer-0086,device-0142,198.51.100.71,card-0830,address-0168,38.38,2025-01-07T10:48:00,normal
txn-02473,customer-0275,device-1285,198.51.100.154,card-0028,address-0020,26.82,2025-01-07T11:47:00,normal
txn-02279,customer-0730,device-1066,198.51.100.225,card-1172,address-1468,68.93,2025-01-07T12:22:00,normal
txn-01697,customer-0844,device-0027,198.51.100.36,card-1062,address-0577,23.33,2025-01-07T12:58:00,normal
txn-02085,customer-0695,device-0118,198.51.100.61,card-1039,address-1146,31.25,2025-01-07T13:56:00,normal
txn-00223,customer-0565,device-0786,198.51.100.49,card-1228,address-1041,69.83,2025-01-07T13:59:00,normal
txn-01199,customer-0647,device-0344,198.51.100.164,card-1655,address-0691,51.7,2025-01-07T14:12:00,normal
txn-00244,customer-0442,device-0501,198.51.100.136,card-0844,address-1160,78.47,2025-01-07T15:00:00,normal
txn-00583,customer-0760,device-0034,198.51.100.67,card-1134,address-1197,67.44,2025-01-07T15:23:00,normal
txn-01838,customer-0812,device-0059,198.51.100.75,card-0537,address-0483,47.97,2025-01-07T15:24:00,normal
txn-01238,customer-0975,device-0115,198.51.100.69,card-1589,address-0804,31.19,2025-01-07T15:34:00,normal
txn-02419,customer-0952,device-0874,198.51.100.5,card-1263,address-0409,57.62,2025-01-07T15:41:00,normal
txn-00343,customer-0106,device-0525,198.51.100.51,card-0356,address-1234,52.42,2025-01-07T15:57:00,normal
txn-01956,customer-0626,device-0828,198.51.100.115,card-1319,address-0421,109.22,2025-01-07T16:24:00,normal
txn-02689,customer-0105,device-0945,198.51.100.225,card-0220,address-1526,73.11,2025-01-07T16:52:00,normal
txn-02083,customer-0150,device-0962,198.51.100.80,card-1236,address-0703,17.49,2025-01-07T17:00:00,normal
txn-02580,customer-0957,device-1023,198.51.100.222,card-0649,address-0233,140.2,2025-01-07T17:05:00,normal
txn-02451,customer-0655,device-0569,198.51.100.238,card-0273,address-0554,24.64,2025-01-07T17:48:00,normal
txn-00977,customer-0395,device-1144,198.51.100.229,card-1256,address-0112,33.31,2025-01-07T18:22:00,normal
txn-01993,customer-0460,device-0667,198.51.100.23,card-1639,address-1280,96.81,2025-01-07T18:43:00,normal
txn-01425,customer-0068,device-0575,198.51.100.216,card-0064,address-0695,22.67,2025-01-07T19:04:00,normal
txn-01307,customer-0579,device-0670,198.51.100.129,card-1430,address-0453,45.53,2025-01-07T19:22:00,normal
txn-02883,customer-0953,device-1211,198.51.100.7,card-0218,address-1248,30.13,2025-01-07T19:54:00,normal
txn-01384,customer-0884,device-0333,198.51.100.223,card-0297,address-0367,30.15,2025-01-07T19:56:00,normal
txn-02486,customer-0620,device-0365,198.51.100.110,card-1087,address-0686,78.16,2025-01-07T21:02:00,normal
txn-01855,customer-0973,device-1139,198.51.100.219,card-1347,address-1304,85.66,2025-01-07T21:13:00,normal
txn-01945,customer-0252,device-1085,198.51.100.108,card-1613,address-0468,66.96,2025-01-07T21:35:00,normal
txn-00186,customer-0055,device-0306,198.51.100.208,card-1153,address-0623,71.1,2025-01-07T21:43:00,normal
txn-02545,customer-0077,device-1162,198.51.100.161,card-1019,address-0200,216.45,2025-01-07T22:27:00,normal
txn-02413,customer-0633,device-1048,198.51.100.48,card-0511,address-0576,21.55,2025-01-07T22:33:00,normal
txn-00305,customer-0384,device-0972,198.51.100.18,card-0187,address-0175,44.1,2025-01-07T22:43:00,normal
txn-03040,cascade-customer-01-01,cascade-device-01,203.0.113.11,cascade-card-01,cascade-address-01-01,137.31,2025-01-08T00:00:00,cascade
txn-03035,cascade-customer-01-00,device-unique-1-0,198.51.100.2,card-unique-1-0,cascade-address-01-00,614.25,2025-01-08T00:01:00,cascade
txn-03060,cascade-customer-01-07,cascade-device-01,203.0.113.11,cascade-card-01,cascade-address-01-07,444.27,2025-01-08T00:01:00,cascade
txn-03052,cascade-customer-01-05,cascade-device-01,203.0.113.11,cascade-card-01,cascade-address-01-05,617.4,2025-01-08T00:01:00,cascade
txn-03054,cascade-customer-01-05,cascade-device-01,203.0.113.11,cascade-card-01,cascade-address-01-05,160.71,2025-01-08T00:02:00,cascade
txn-03056,cascade-customer-01-06,cascade-device-01,198.51.100.2,card-unique-1-6,cascade-address-01-06,411.85,2025-01-08T00:03:00,cascade
txn-03058,cascade-customer-01-07,cascade-device-01,203.0.113.11,cascade-card-01,cascade-address-01-07,561.83,2025-01-08T00:04:00,cascade
txn-03041,cascade-customer-01-02,cascade-device-01,203.0.113.11,card-unique-1-2,cascade-address-01-02,372.07,2025-01-08T00:04:00,cascade
txn-03042,cascade-customer-01-02,cascade-device-01,203.0.113.11,card-unique-1-2,cascade-address-01-02,336.11,2025-01-08T00:04:00,cascade
txn-03046,cascade-customer-01-03,cascade-device-01,198.51.100.2,cascade-card-01,cascade-address-01-03,417.96,2025-01-08T00:04:00,cascade
txn-03049,cascade-customer-01-04,cascade-device-01,203.0.113.11,card-unique-1-4,cascade-address-01-04,341.36,2025-01-08T00:04:00,cascade
txn-03057,cascade-customer-01-06,cascade-device-01,198.51.100.2,card-unique-1-6,cascade-address-01-06,333.7,2025-01-08T00:04:00,cascade
txn-03036,cascade-customer-01-00,device-unique-1-0,198.51.100.2,card-unique-1-0,cascade-address-01-00,182.88,2025-01-08T00:05:00,cascade
txn-03047,cascade-customer-01-03,cascade-device-01,198.51.100.2,cascade-card-01,cascade-address-01-03,498.82,2025-01-08T00:05:00,cascade
txn-03038,cascade-customer-01-01,cascade-device-01,203.0.113.11,cascade-card-01,cascade-address-01-01,482.45,2025-01-08T00:05:00,cascade
txn-01253,customer-0661,device-1099,198.51.100.203,card-0220,address-0258,12.23,2025-01-08T00:07:00,normal
txn-03050,cascade-customer-01-04,cascade-device-01,203.0.113.11,card-unique-1-4,cascade-address-01-04,181.67,2025-01-08T00:08:00,cascade
txn-03062,cascade-customer-01-08,cascade-device-01,203.0.113.11,card-unique-1-8,cascade-address-01-08,255.33,2025-01-08T00:08:00,cascade
txn-03051,cascade-customer-01-04,cascade-device-01,203.0.113.11,card-unique-1-4,cascade-address-01-04,444.78,2025-01-08T00:08:00,cascade
txn-03044,cascade-customer-01-03,cascade-device-01,198.51.100.2,cascade-card-01,cascade-address-01-03,467.9,2025-01-08T00:09:00,cascade
txn-03063,cascade-customer-01-08,cascade-device-01,203.0.113.11,card-unique-1-8,cascade-address-01-08,176.11,2025-01-08T00:09:00,cascade
txn-03053,cascade-customer-01-05,cascade-device-01,203.0.113.11,cascade-card-01,cascade-address-01-05,470.74,2025-01-08T00:09:00,cascade
txn-03059,cascade-customer-01-07,cascade-device-01,203.0.113.11,cascade-card-01,cascade-address-01-07,551.78,2025-01-08T00:09:00,cascade
txn-03039,cascade-customer-01-01,cascade-device-01,203.0.113.11,cascade-card-01,cascade-address-01-01,401.73,2025-01-08T00:10:00,cascade
txn-03037,cascade-customer-01-00,device-unique-1-0,198.51.100.2,card-unique-1-0,cascade-address-01-00,614.89,2025-01-08T00:10:00,cascade
txn-03045,cascade-customer-01-03,cascade-device-01,198.51.100.2,cascade-card-01,cascade-address-01-03,634.71,2025-01-08T00:11:00,cascade
txn-03055,cascade-customer-01-06,cascade-device-01,198.51.100.2,card-unique-1-6,cascade-address-01-06,307.97,2025-01-08T00:11:00,cascade
txn-03061,cascade-customer-01-08,cascade-device-01,203.0.113.11,card-unique-1-8,cascade-address-01-08,317.93,2025-01-08T00:12:00,cascade
txn-03043,cascade-customer-01-02,cascade-device-01,203.0.113.11,card-unique-1-2,cascade-address-01-02,205.45,2025-01-08T00:13:00,cascade
txn-03048,cascade-customer-01-04,cascade-device-01,203.0.113.11,card-unique-1-4,cascade-address-01-04,156.28,2025-01-08T00:14:00,cascade
txn-00277,customer-0745,device-0850,198.51.100.168,card-0203,address-1003,50.88,2025-01-08T00:46:00,normal
txn-02558,customer-0009,device-0216,198.51.100.75,card-0770,address-0325,44.8,2025-01-08T00:49:00,normal
txn-02761,customer-0873,device-0617,198.51.100.161,card-0637,address-1473,67.3,2025-01-08T01:03:00,normal
txn-00785,customer-0112,device-0217,198.51.100.43,card-0921,address-0955,64.32,2025-01-08T01:44:00,normal
txn-00008,customer-0285,device-0441,198.51.100.196,card-0690,address-0210,73.61,2025-01-08T01:49:00,normal
txn-02515,customer-0114,device-0123,198.51.100.226,card-1316,address-0066,41.2,2025-01-08T02:16:00,normal
txn-01170,customer-0365,device-0219,198.51.100.31,card-0161,address-1385,77.85,2025-01-08T02:23:00,normal
txn-01296,customer-0365,device-0284,198.51.100.68,card-0752,address-1193,41.92,2025-01-08T02:30:00,normal
txn-02155,customer-0401,device-0227,198.51.100.34,card-1099,address-0857,19.71,2025-01-08T03:31:00,normal
txn-00826,customer-0140,device-0895,198.51.100.203,card-1310,address-0998,114.97,2025-01-08T04:02:00,normal
txn-00788,customer-0093,device-0624,198.51.100.212,card-1444,address-1428,60.25,2025-01-08T04:09:00,normal
txn-01251,customer-0255,device-1024,198.51.100.24,card-1405,address-1267,55.43,2025-01-08T04:14:00,normal
txn-01822,customer-0114,device-0512,198.51.100.133,card-1462,address-1573,46.99,2025-01-08T04:23:00,normal
txn-00032,customer-0446,device-0930,198.51.100.1,card-1479,address-1474,149.01,2025-01-08T04:45:00,normal
txn-01285,customer-0674,device-1094,198.51.100.154,card-0908,address-0722,26.82,2025-01-08T04:46:00,normal
txn-00358,customer-0625,device-0746,198.51.100.96,card-0580,address-0794,37.05,2025-01-08T05:23:00,normal
txn-00887,customer-0811,device-0135,198.51.100.80,card-1454,address-1038,65.34,2025-01-08T05:38:00,normal
txn-00715,customer-0310,device-0562,198.51.100.24,card-1341,address-0739,43.62,2025-01-08T05:38:00,normal
txn-00125,customer-0919,device-0973,198.51.100.116,card-0531,address-1540,65.46,2025-01-08T05:50:00,normal
txn-00528,customer-0315,device-0831,198.51.100.176,card-1030,address-1441,46.12,2025-01-08T06:27:00,normal
txn-01382,customer-0627,device-0776,198.51.100.141,card-0780,address-0090,32.55,2025-01-08T06:39:00,normal
txn-01787,customer-0662,device-0526,198.51.100.176,card-1232,address-0484,36.56,2025-01-08T07:24:00,normal
txn-01030,customer-0134,device-1197,198.51.100.217,card-0523,address-0012,22.99,2025-01-08T07:46:00,normal
txn-01107,customer-0605,device-1326,198.51.100.214,card-0842,address-0046,66.57,2025-01-08T08:07:00,normal
txn-01139,customer-0973,device-0206,198.51.100.55,card-1042,address-0821,65.91,2025-01-08T08:43:00,normal
txn-01540,customer-0264,device-0152,198.51.100.71,card-1592,address-0128,8.0,2025-01-08T08:54:00,normal
txn-01201,customer-0082,device-0704,198.51.100.59,card-0643,address-0649,48.49,2025-01-08T08:56:00,normal
txn-00381,customer-0990,device-0409,198.51.100.206,card-1239,address-0284,25.9,2025-01-08T09:00:00,normal
txn-01656,customer-0553,device-1093,198.51.100.78,card-0249,address-0052,36.89,2025-01-08T09:35:00,normal
txn-00896,customer-0051,device-1172,198.51.100.200,card-0439,address-0454,68.15,2025-01-08T09:56:00,normal
txn-01673,customer-0296,device-0869,198.51.100.187,card-0849,address-0286,34.65,2025-01-08T10:54:00,normal
txn-00752,customer-0012,device-1017,198.51.100.89,card-1072,address-1060,18.57,2025-01-08T10:56:00,normal
txn-02688,customer-0434,device-0630,198.51.100.223,card-1183,address-1328,16.48,2025-01-08T11:20:00,normal
txn-00663,customer-0820,device-0500,198.51.100.133,card-0358,address-1131,43.76,2025-01-08T11:31:00,normal
txn-01854,customer-0915,device-0647,198.51.100.189,card-1007,address-1565,81.24,2025-01-08T12:12:00,normal
txn-01908,customer-0120,device-0313,198.51.100.190,card-1439,address-0912,21.49,2025-01-08T13:25:00,normal
txn-02996,customer-0125,device-0405,198.51.100.113,card-1782,address-0233,47.01,2025-01-08T13:31:00,normal
txn-01110,customer-0058,device-0529,198.51.100.237,card-0369,address-1059,155.11,2025-01-08T13:41:00,normal
txn-00839,customer-0430,device-0848,198.51.100.127,card-0776,address-0720,84.76,2025-01-08T13:41:00,normal
txn-00242,customer-0455,device-0614,198.51.100.232,card-0060,address-0095,41.49,2025-01-08T13:42:00,normal
txn-01650,customer-0467,device-1267,198.51.100.237,card-0330,address-1458,240.62,2025-01-08T13:42:00,normal
txn-01769,customer-0348,device-1260,198.51.100.77,card-0745,address-0893,48.43,2025-01-08T14:00:00,normal
txn-00419,customer-0437,device-0910,198.51.100.90,card-0916,address-0087,96.21,2025-01-08T14:01:00,normal
txn-02902,customer-0016,device-0248,198.51.100.108,card-0540,address-1568,33.93,2025-01-08T14:09:00,normal
txn-00866,customer-0178,device-0434,198.51.100.207,card-0395,address-0259,34.74,2025-01-08T14:35:00,normal
txn-00684,customer-0501,device-0170,198.51.100.145,card-0064,address-1559,61.44,2025-01-08T14:41:00,normal
txn-01116,customer-0271,device-0702,198.51.100.237,card-0929,address-1222,56.67,2025-01-08T15:11:00,normal
txn-02225,customer-0387,device-0965,198.51.100.113,card-0866,address-1035,29.31,2025-01-08T15:14:00,normal
txn-00150,customer-0378,device-1241,198.51.100.156,card-1532,address-1472,54.22,2025-01-08T15:16:00,normal
txn-00800,customer-0052,device-1176,198.51.100.111,card-1683,address-1484,45.57,2025-01-08T15:29:00,normal
txn-00686,customer-0296,device-0937,198.51.100.145,card-1521,address-1583,71.05,2025-01-08T15:43:00,normal
txn-01734,customer-0760,device-0133,198.51.100.94,card-0408,address-0694,36.71,2025-01-08T16:17:00,normal
txn-01830,customer-0873,device-0102,198.51.100.103,card-1266,address-0879,45.25,2025-01-08T16:19:00,normal
txn-00941,customer-0517,device-0253,198.51.100.94,card-1457,address-1333,19.45,2025-01-08T16:34:00,normal
txn-02922,customer-0230,device-0591,198.51.100.235,card-0532,address-1242,72.55,2025-01-08T16:56:00,normal
txn-02548,customer-0322,device-0606,198.51.100.42,card-0140,address-0574,30.97,2025-01-08T17:22:00,normal
txn-01763,customer-0346,device-0041,198.51.100.138,card-0668,address-0077,46.95,2025-01-08T17:26:00,normal
txn-00853,customer-0212,device-1308,198.51.100.75,card-0168,address-0970,29.54,2025-01-08T18:35:00,normal
txn-01383,customer-0787,device-0687,198.51.100.145,card-1785,address-1351,181.68,2025-01-08T18:39:00,normal
txn-00451,customer-0158,device-1350,198.51.100.160,card-1476,address-1240,42.92,2025-01-08T18:59:00,normal
txn-01899,customer-0014,device-1344,198.51.100.123,card-0943,address-1417,64.37,2025-01-08T19:34:00,normal
txn-00877,customer-0039,device-0565,198.51.100.104,card-0295,address-1267,31.93,2025-01-08T20:05:00,normal
txn-02324,customer-0978,device-1337,198.51.100.191,card-0769,address-1589,132.74,2025-01-08T20:24:00,normal
txn-00433,customer-0463,device-0912,198.51.100.23,card-1660,address-1397,37.52,2025-01-08T20:35:00,normal
